date,Soil Moisture Resistance (Ohm),Ambient Temperature (deg. C),Atmospheric Humidity (%),DC Water pump Status
16-03-2023 05:45,498,30.5,28,0
16-03-2023 06:00,542,33.4,68,1
16-03-2023 06:15,498,26,23,0
16-03-2023 06:30,508,32.7,24,1
16-03-2023 06:45,542,30.5,66,1
16-03-2023 07:00,497,30.6,28,0
16-03-2023 07:15,558,25,22,1
16-03-2023 07:30,511,30.5,31,1
16-03-2023 07:45,523,30.1,68,1
16-03-2023 08:00,476,32.1,20,0
16-03-2023 08:15,531,32.8,31,1
16-03-2023 08:30,510,30.2,52,1
16-03-2023 08:45,528,25,63,1
16-03-2023 09:00,499,30.6,20,0
16-03-2023 09:15,497,30.3,44,0
16-03-2023 09:30,513,32.8,65,1
16-03-2023 09:45,470,26,32,0
16-03-2023 10:00,556,32.7,66,1
16-03-2023 10:15,476,30.5,61,0
16-03-2023 10:30,499,30.1,37,0
16-03-2023 10:45,540,32.8,64,1
16-03-2023 11:00,469,30,55,0
16-03-2023 11:15,516,26,57,1
16-03-2023 11:30,516,33.4,56,1
16-03-2023 11:45,509,25,64,1
16-03-2023 12:00,498,30.1,51,0
16-03-2023 12:15,516,27,41,1
16-03-2023 12:30,500,32.4,27,1
16-03-2023 12:45,497,25,68,0
16-03-2023 13:00,517,32.2,64,1
16-03-2023 13:15,465,32.4,26,0
16-03-2023 13:30,499,30.6,46,0
16-03-2023 13:45,542,32.7,56,1
16-03-2023 14:00,513,25,36,1
16-03-2023 14:15,468,30.2,30,0
16-03-2023 14:30,543,26,26,1
16-03-2023 14:45,538,32.9,66,1
16-03-2023 15:00,517,32.9,33,1
16-03-2023 15:15,497,33.4,25,0
16-03-2023 15:30,498,30.6,52,0
16-03-2023 15:45,512,26,20,1
16-03-2023 16:00,502,32.7,67,1
16-03-2023 16:15,532,33.4,69,1
16-03-2023 16:30,545,25,39,1
16-03-2023 16:45,484,30.1,50,0
16-03-2023 17:00,508,33.4,20,1
16-03-2023 17:15,490,30.3,41,0
16-03-2023 17:30,466,25,52,0
16-03-2023 17:45,542,30.1,46,1
16-03-2023 18:00,600,32.8,64,1
16-03-2023 18:15,556,33.4,44,1
16-03-2023 18:30,498,25,39,0
16-03-2023 18:45,532,32.9,57,1
16-03-2023 19:00,497,26,22,0
16-03-2023 19:15,484,33.3,47,0
16-03-2023 19:30,526,33.4,46,1
16-03-2023 19:45,486,32.7,58,0
16-03-2023 20:00,559,32.7,38,1
16-03-2023 20:15,468,33.3,65,0
16-03-2023 20:30,487,33.4,54,0
16-03-2023 20:45,499,33.3,61,0
16-03-2023 21:00,558,30.5,37,1
16-03-2023 21:15,466,30.5,63,0
16-03-2023 21:30,486,33.3,22,0
16-03-2023 21:45,536,32.8,53,1
16-03-2023 22:00,542,32.8,33,1
16-03-2023 22:15,495,25,39,0
16-03-2023 22:30,473,32.8,45,0
16-03-2023 22:45,499,30.6,56,0
16-03-2023 23:00,495,32.9,21,0
16-03-2023 23:15,542,25,43,1
16-03-2023 23:30,509,32.8,59,1
16-03-2023 23:45,662,33.4,53,1
17-03-2023 00:00,505,25,27,1
17-03-2023 00:15,521,33.4,58,1
17-03-2023 00:30,499,33.4,53,0
17-03-2023 00:45,498,30.2,36,0
17-03-2023 01:00,1024,26,25,1
17-03-2023 01:15,524,33.4,66,1
17-03-2023 01:30,486,33.3,35,0
17-03-2023 01:45,474,32.8,33,0
17-03-2023 02:00,495,32.7,29,0
17-03-2023 02:15,466,30.6,54,0
17-03-2023 02:30,542,30.6,66,1
17-03-2023 02:45,481,33.4,58,0
17-03-2023 03:00,502,30.5,54,1
17-03-2023 03:15,533,30.6,60,1
17-03-2023 03:30,498,32.9,48,0
17-03-2023 03:45,547,33.4,27,1
17-03-2023 04:00,543,30.1,30,1
17-03-2023 04:15,1024,26,31,1
17-03-2023 04:30,507,33.4,25,1
17-03-2023 04:45,487,30.1,47,0
17-03-2023 05:00,477,32.7,24,0
17-03-2023 05:15,502,25,32,1
17-03-2023 05:30,487,32.7,63,0
17-03-2023 05:45,505,32.8,30,1
17-03-2023 06:00,541,25,28,1
17-03-2023 06:15,466,30.5,50,0
17-03-2023 06:30,498,33.4,51,0
17-03-2023 06:45,495,30.5,46,0
17-03-2023 07:00,514,30.5,30,1
17-03-2023 07:15,506,30.5,33,1
17-03-2023 07:30,501,32.8,70,1
17-03-2023 07:45,504,32.9,47,1
17-03-2023 08:00,526,25,41,1
17-03-2023 08:15,466,32.7,28,0
17-03-2023 08:30,466,30.1,51,0
17-03-2023 08:45,528,26,65,1
17-03-2023 09:00,524,25,42,1
17-03-2023 09:15,485,26,32,0
17-03-2023 09:30,522,32.8,61,1
17-03-2023 09:45,481,33.3,68,0
17-03-2023 10:00,496,32.8,66,0
17-03-2023 10:15,558,30.3,61,1
17-03-2023 10:30,497,32.9,39,0
17-03-2023 10:45,507,32.7,60,1
17-03-2023 11:00,465,25,50,0
17-03-2023 11:15,476,32.7,66,0
17-03-2023 11:30,497,33.4,50,0
17-03-2023 11:45,519,32.7,45,1
17-03-2023 12:00,485,25,70,0
17-03-2023 12:15,498,32.8,27,0
17-03-2023 12:30,558,32.7,64,1
17-03-2023 12:45,528,33.3,52,1
17-03-2023 13:00,535,25,25,1
17-03-2023 13:15,496,30.6,35,0
17-03-2023 13:30,465,32.4,51,0
17-03-2023 13:45,542,33.4,51,1
17-03-2023 14:00,556,32.1,66,1
17-03-2023 14:15,504,32.8,44,1
17-03-2023 14:30,528,33.4,54,1
17-03-2023 14:45,512,33.4,62,1
17-03-2023 15:00,498,32.6,46,0
17-03-2023 15:15,497,30.6,58,0
17-03-2023 15:30,499,32.7,39,0
17-03-2023 15:45,528,32.8,21,1
17-03-2023 16:00,498,33.4,68,0
17-03-2023 16:15,470,30.1,66,0
17-03-2023 16:30,497,32.9,40,0
17-03-2023 16:45,494,32.8,63,0
17-03-2023 17:00,564,30.6,53,1
17-03-2023 17:15,502,33.4,25,1
17-03-2023 17:30,542,32.7,60,1
17-03-2023 17:45,540,32.8,25,1
17-03-2023 18:00,549,32.7,54,1
17-03-2023 18:15,561,33.4,32,1
17-03-2023 18:30,512,32.7,35,1
17-03-2023 18:45,466,30.5,68,0
17-03-2023 19:00,484,33.4,68,0
17-03-2023 19:15,541,30.1,49,1
17-03-2023 19:30,466,33.4,62,0
17-03-2023 19:45,507,30.2,43,1
17-03-2023 20:00,497,32.7,37,0
17-03-2023 20:15,494,32.8,55,0
17-03-2023 20:30,542,33.4,56,1
17-03-2023 20:45,499,32.8,64,0
17-03-2023 21:00,526,32.9,20,1
17-03-2023 21:15,512,32.8,41,1
17-03-2023 21:30,501,33.4,24,1
17-03-2023 21:45,667,30.6,26,1
17-03-2023 22:00,498,32.7,27,0
17-03-2023 22:15,546,33.4,22,1
17-03-2023 22:30,524,33.4,66,1
17-03-2023 22:45,498,32.8,43,0
17-03-2023 23:00,535,32.7,48,1
17-03-2023 23:15,488,32.9,37,0
17-03-2023 23:30,538,33.4,25,1
17-03-2023 23:45,481,32.8,48,0
18-03-2023 00:00,514,32.7,35,1
18-03-2023 00:15,664,33.4,63,1
18-03-2023 00:30,558,32.7,20,1
18-03-2023 00:45,498,30.5,53,0
18-03-2023 01:00,481,33.4,49,0
18-03-2023 01:15,528,30.6,64,1
18-03-2023 01:30,489,33.4,42,0
18-03-2023 01:45,466,30.6,47,0
18-03-2023 02:00,465,32.7,38,0
18-03-2023 02:15,494,33.4,33,0
18-03-2023 02:30,541,32.8,53,1
18-03-2023 02:45,509,32.8,45,1
18-03-2023 03:00,481,32.9,64,0
18-03-2023 03:15,478,32.8,22,0
18-03-2023 03:30,481,33.4,44,0
18-03-2023 03:45,545,32.8,41,1
18-03-2023 04:00,487,32.7,29,0
18-03-2023 04:15,514,33.4,70,1
18-03-2023 04:30,499,32.8,22,0
18-03-2023 04:45,530,30.5,36,1
18-03-2023 05:00,516,33.4,46,1
18-03-2023 05:15,534,30.6,40,1
18-03-2023 05:30,497,32.8,62,0
18-03-2023 05:45,481,33.4,64,0
18-03-2023 06:00,528,32.7,48,1
18-03-2023 06:15,529,30.6,42,1
18-03-2023 06:30,535,30.6,29,1
18-03-2023 06:45,556,30.6,54,1
18-03-2023 07:00,500,30.6,41,1
18-03-2023 07:15,487,30.6,28,0
18-03-2023 07:30,542,32.8,52,1
18-03-2023 07:45,497,32.7,63,0
18-03-2023 08:00,557,27,20,1
18-03-2023 08:15,508,25,58,1
18-03-2023 08:30,466,32.6,56,0
18-03-2023 08:45,542,33.3,59,1
18-03-2023 09:00,487,30.5,34,0
18-03-2023 09:15,497,30.5,22,0
18-03-2023 09:30,668,33.4,57,1
18-03-2023 09:45,501,26,42,1
18-03-2023 10:00,542,32.7,47,1
18-03-2023 10:15,559,30.5,42,1
18-03-2023 10:30,535,30.6,64,1
18-03-2023 10:45,499,25,62,0
18-03-2023 11:00,499,30.5,60,0
18-03-2023 11:15,465,30.1,69,0
18-03-2023 11:30,498,32.1,44,0
18-03-2023 11:45,493,32.8,68,0
18-03-2023 12:00,518,30.2,51,1
18-03-2023 12:15,518,25,64,1
18-03-2023 12:30,466,30.6,42,0
18-03-2023 12:45,547,30.3,45,1
18-03-2023 13:00,558,32.8,52,1
18-03-2023 13:15,466,26,48,0
18-03-2023 13:30,480,32.7,24,0
18-03-2023 13:45,496,30.5,65,0
18-03-2023 14:00,556,30.1,36,1
18-03-2023 14:15,483,32.8,40,0
18-03-2023 14:30,532,30,42,1
18-03-2023 14:45,541,26,49,1
18-03-2023 15:00,500,33.4,47,1
18-03-2023 15:15,513,25,50,1
18-03-2023 15:30,505,30.1,21,1
18-03-2023 15:45,680,27,42,1
18-03-2023 16:00,507,32.4,70,1
18-03-2023 16:15,489,25,52,0
18-03-2023 16:30,482,32.2,38,0
18-03-2023 16:45,559,32.4,43,1
18-03-2023 17:00,497,30.6,70,0
18-03-2023 17:15,506,32.7,62,1
18-03-2023 17:30,507,25,60,1
18-03-2023 17:45,523,30.2,68,1
18-03-2023 18:00,549,26,46,1
18-03-2023 18:15,537,32.9,52,1
18-03-2023 18:30,496,32.9,65,0
18-03-2023 18:45,471,33.4,70,0
18-03-2023 19:00,490,30.6,28,0
18-03-2023 19:15,519,26,63,1
18-03-2023 19:30,469,32.7,46,0
18-03-2023 19:45,490,33.4,31,0
18-03-2023 20:00,530,25,65,1
18-03-2023 20:15,501,30.1,47,1
18-03-2023 20:30,497,33.4,51,0
18-03-2023 20:45,500,30.3,41,1
18-03-2023 21:00,557,25,59,1
18-03-2023 21:15,472,30.1,30,0
18-03-2023 21:30,502,32.8,58,1
18-03-2023 21:45,482,33.4,53,0
18-03-2023 22:00,484,25,33,0
18-03-2023 22:15,558,32.9,70,1
18-03-2023 22:30,547,26,54,1
18-03-2023 22:45,542,33.3,54,1
18-03-2023 23:00,540,33.4,63,1
18-03-2023 23:15,520,32.7,69,1
18-03-2023 23:30,484,32.7,59,0
18-03-2023 23:45,497,33.3,40,0
19-03-2023 00:00,497,33.4,50,0
19-03-2023 00:15,542,33.3,30,1
19-03-2023 00:30,542,30.5,36,1
19-03-2023 00:45,543,30.5,41,1
19-03-2023 01:00,504,33.3,58,1
19-03-2023 01:15,497,32.8,49,0
19-03-2023 01:30,555,32.8,59,1
19-03-2023 01:45,523,25,24,1
19-03-2023 02:00,490,32.8,34,0
19-03-2023 02:15,536,30.6,53,1
19-03-2023 02:30,498,32.9,48,0
19-03-2023 02:45,498,25,48,0
19-03-2023 03:00,486,32.8,59,0
19-03-2023 03:15,519,33.4,62,1
19-03-2023 03:30,592,25,38,1
19-03-2023 03:45,541,33.4,61,1
19-03-2023 04:00,487,33.4,36,0
19-03-2023 04:15,528,30.2,34,1
19-03-2023 04:30,502,26,25,1
19-03-2023 04:45,541,33.4,57,1
19-03-2023 05:00,465,33.3,64,0
19-03-2023 05:15,497,32.8,31,0
19-03-2023 05:30,500,32.7,46,1
19-03-2023 05:45,556,30.6,44,1
19-03-2023 06:00,537,30.6,70,1
19-03-2023 06:15,466,33.4,58,0
19-03-2023 06:30,474,30.5,33,0
19-03-2023 06:45,558,30.6,39,1
19-03-2023 07:00,536,32.9,37,1
19-03-2023 07:15,493,33.4,26,0
19-03-2023 07:30,498,30.1,64,0
19-03-2023 07:45,667,26,48,1
19-03-2023 08:00,498,33.4,60,0
19-03-2023 08:15,500,30.1,50,1
19-03-2023 08:30,497,32.7,36,0
19-03-2023 08:45,540,25,47,1
19-03-2023 09:00,490,32.7,67,0
19-03-2023 09:15,470,32.8,68,0
19-03-2023 09:30,536,25,24,1
19-03-2023 09:45,489,30.5,32,0
19-03-2023 10:00,559,33.4,36,1
19-03-2023 10:15,497,30.5,57,0
19-03-2023 10:30,502,30.5,50,1
19-03-2023 10:45,497,30.5,62,0
19-03-2023 11:00,523,32.8,58,1
19-03-2023 11:15,540,32.9,63,1
19-03-2023 11:30,466,25,48,0
19-03-2023 11:45,496,32.7,58,0
19-03-2023 12:00,497,30.1,21,0
19-03-2023 12:15,481,26,39,0
19-03-2023 12:30,520,25,25,1
19-03-2023 12:45,465,26,52,0
19-03-2023 13:00,533,32.8,27,1
19-03-2023 13:15,554,33.3,67,1
19-03-2023 13:30,469,32.8,54,0
19-03-2023 13:45,499,30.3,66,0
19-03-2023 14:00,543,32.9,30,1
19-03-2023 14:15,516,32.7,68,1
19-03-2023 14:30,498,25,59,0
19-03-2023 14:45,483,32.7,28,0
19-03-2023 15:00,513,33.4,64,1
19-03-2023 15:15,524,32.7,20,1
19-03-2023 15:30,469,25,46,0
19-03-2023 15:45,537,32.8,64,1
19-03-2023 16:00,499,32.7,66,0
19-03-2023 16:15,489,33.3,24,0
19-03-2023 16:30,466,25,22,0
19-03-2023 16:45,490,30.6,43,0
19-03-2023 17:00,514,32.4,31,1
19-03-2023 17:15,482,33.4,70,0
19-03-2023 17:30,522,32.1,40,1
19-03-2023 17:45,484,32.8,33,0
19-03-2023 18:00,556,33.4,54,1
19-03-2023 18:15,508,33.4,22,1
19-03-2023 18:30,540,32.6,35,1
19-03-2023 18:45,494,30.6,37,0
19-03-2023 19:00,481,32.7,36,0
19-03-2023 19:15,486,32.8,40,0
19-03-2023 19:30,470,33.4,61,0
19-03-2023 19:45,499,30.1,39,0
19-03-2023 20:00,482,32.9,23,0
19-03-2023 20:15,487,32.8,43,0
19-03-2023 20:30,482,30.6,34,0
19-03-2023 20:45,559,33.4,22,1
19-03-2023 21:00,517,32.7,64,1
19-03-2023 21:15,497,32.8,42,0
19-03-2023 21:30,514,32.7,49,1
19-03-2023 21:45,516,33.4,60,1
19-03-2023 22:00,513,32.7,50,1
19-03-2023 22:15,519,30.5,59,1
19-03-2023 22:30,514,33.4,27,1
19-03-2023 22:45,505,30.1,53,1
19-03-2023 23:00,465,33.4,28,0
19-03-2023 23:15,542,30.2,67,1
19-03-2023 23:30,525,32.7,25,1
19-03-2023 23:45,498,32.8,52,0
20-03-2023 00:00,522,33.4,51,1
20-03-2023 00:15,522,32.8,35,1
20-03-2023 00:30,549,32.9,41,1
20-03-2023 00:45,513,32.8,55,1
20-03-2023 01:00,502,33.4,45,1
20-03-2023 01:15,466,30.6,31,0
20-03-2023 01:30,494,32.7,25,0
20-03-2023 01:45,523,33.4,50,1
20-03-2023 02:00,506,33.4,27,1
20-03-2023 02:15,482,32.8,53,0
20-03-2023 02:30,475,32.7,38,0
20-03-2023 02:45,497,32.9,51,0
20-03-2023 03:00,476,33.4,27,0
20-03-2023 03:15,498,32.8,65,0
20-03-2023 03:30,516,32.7,46,1
20-03-2023 03:45,499,33.4,46,0
20-03-2023 04:00,678,32.7,58,1
20-03-2023 04:15,499,30.5,30,0
20-03-2023 04:30,489,33.4,44,0
20-03-2023 04:45,537,30.6,34,1
20-03-2023 05:00,501,33.4,69,1
20-03-2023 05:15,471,30.6,60,0
20-03-2023 05:30,521,32.7,45,1
20-03-2023 05:45,519,33.4,65,1
20-03-2023 06:00,497,32.8,61,0
20-03-2023 06:15,498,32.8,33,0
20-03-2023 06:30,498,32.9,65,0
20-03-2023 06:45,513,32.8,43,1
20-03-2023 07:00,542,33.4,48,1
20-03-2023 07:15,537,32.8,46,1
20-03-2023 07:30,556,32.7,27,1
20-03-2023 07:45,486,33.4,60,0
20-03-2023 08:00,542,32.8,59,1
20-03-2023 08:15,497,30.5,61,0
20-03-2023 08:30,476,33.4,69,0
20-03-2023 08:45,490,30.6,34,0
20-03-2023 09:00,542,32.8,20,1
20-03-2023 09:15,508,33.4,43,1
20-03-2023 09:30,525,32.7,60,1
20-03-2023 09:45,497,32.4,27,0
20-03-2023 10:00,465,32.4,44,0
20-03-2023 10:15,497,32.6,67,0
20-03-2023 10:30,507,32.6,62,1
20-03-2023 10:45,537,32.6,27,1
20-03-2023 11:00,468,32.3,25,0
20-03-2023 11:15,466,32.2,45,0
20-03-2023 11:30,537,31.9,56,1
20-03-2023 11:45,486,32.2,68,0
20-03-2023 12:00,541,32.8,67,1
20-03-2023 12:15,520,31.9,56,1
20-03-2023 12:30,542,32.7,66,1
20-03-2023 12:45,500,32.1,36,1
20-03-2023 13:00,494,32.8,20,0
20-03-2023 13:15,496,32.1,69,0
20-03-2023 13:30,535,32.1,57,1
20-03-2023 13:45,628,32.4,52,1
20-03-2023 14:00,466,32.4,64,0
20-03-2023 14:15,532,31.9,46,1
20-03-2023 14:30,516,32.3,70,1
20-03-2023 14:45,497,30.1,42,0
20-03-2023 15:00,1024,32.2,53,1
20-03-2023 15:15,496,32.3,22,0
20-03-2023 15:30,466,32.7,48,0
20-03-2023 15:45,542,32.2,41,1
20-03-2023 16:00,498,31.7,23,0
20-03-2023 16:15,541,32.1,47,1
20-03-2023 16:30,482,32.1,52,0
20-03-2023 16:45,474,32.1,31,0
20-03-2023 17:00,548,32.3,20,1
20-03-2023 17:15,480,32.1,63,0
20-03-2023 17:30,507,32.1,44,1
20-03-2023 17:45,476,32.1,34,0
20-03-2023 18:00,465,32.1,62,0
20-03-2023 18:15,483,32.2,65,0
20-03-2023 18:30,502,32.2,25,1
20-03-2023 18:45,465,32.2,28,0
20-03-2023 19:00,466,32.2,35,0
20-03-2023 19:15,465,32.2,26,0
20-03-2023 19:30,546,32.5,43,1
20-03-2023 19:45,508,32.1,43,1
20-03-2023 20:00,508,32.1,28,1
20-03-2023 20:15,495,32.2,43,0
20-03-2023 20:30,554,32.1,50,1
20-03-2023 20:45,1024,31.9,56,1
20-03-2023 21:00,498,32.2,47,0
20-03-2023 21:15,500,32.3,67,1
20-03-2023 21:30,470,32.3,67,0
20-03-2023 21:45,498,32.2,46,0
20-03-2023 22:00,636,32.1,68,1
20-03-2023 22:15,543,32.1,30,1
20-03-2023 22:30,558,32.1,22,1
20-03-2023 22:45,595,32.1,64,1
20-03-2023 23:00,486,32.8,24,0
20-03-2023 23:15,542,32.4,47,1
20-03-2023 23:30,543,32.1,48,1
20-03-2023 23:45,465,32,20,0
21-03-2023 00:00,497,32.4,31,0
21-03-2023 00:15,497,32.4,49,0
21-03-2023 00:30,535,32.9,59,1
21-03-2023 00:45,605,32.3,56,1
21-03-2023 01:00,553,32.1,49,1
21-03-2023 01:15,498,32.2,27,0
21-03-2023 01:30,481,31.9,30,0
21-03-2023 01:45,532,32.5,56,1
21-03-2023 02:00,486,32.5,40,0
21-03-2023 02:15,541,32.5,56,1
21-03-2023 02:30,502,32.5,50,1
21-03-2023 02:45,555,32.5,24,1
21-03-2023 03:00,533,32.1,53,1
21-03-2023 03:15,483,32.1,70,0
21-03-2023 03:30,524,32.1,21,1
21-03-2023 03:45,497,32.1,26,0
21-03-2023 04:00,525,32.1,28,1
21-03-2023 04:15,498,32.1,54,0
21-03-2023 04:30,507,32.1,47,1
21-03-2023 04:45,468,32.1,62,0
21-03-2023 05:00,556,32.1,35,1
21-03-2023 05:15,501,32.2,67,1
21-03-2023 05:30,511,32.2,62,1
21-03-2023 05:45,465,32.2,36,0
21-03-2023 06:00,480,32.2,27,0
21-03-2023 06:15,481,32.2,52,0
21-03-2023 06:30,498,32.1,51,0
21-03-2023 06:45,466,32.1,33,0
21-03-2023 07:00,478,32.1,43,0
21-03-2023 07:15,496,32.1,21,0
21-03-2023 07:30,502,32.1,70,1
21-03-2023 07:45,540,32.1,54,1
21-03-2023 08:00,482,32.1,45,0
21-03-2023 08:15,542,32.1,54,1
21-03-2023 08:30,531,32.1,32,1
21-03-2023 08:45,498,32.3,34,0
21-03-2023 09:00,536,32.3,53,1
21-03-2023 09:15,584,32.3,29,1
21-03-2023 09:30,489,32.3,32,0
21-03-2023 09:45,505,32.3,65,1
21-03-2023 10:00,524,32.3,53,1
21-03-2023 10:15,553,32.3,43,1
21-03-2023 10:30,498,32.3,25,0
21-03-2023 10:45,499,32.1,39,0
21-03-2023 11:00,498,32.1,23,0
21-03-2023 11:15,473,32.1,51,0
21-03-2023 11:30,502,32.6,48,1
21-03-2023 11:45,482,32.7,48,0
21-03-2023 12:00,535,32.8,22,1
21-03-2023 12:15,525,31.8,55,1
21-03-2023 12:30,523,32.1,65,1
21-03-2023 12:45,484,31.9,44,0
21-03-2023 13:00,542,32.2,26,1
21-03-2023 13:15,523,32.1,44,1
21-03-2023 13:30,501,32.2,25,1
21-03-2023 13:45,481,32.2,24,0
21-03-2023 14:00,556,27,65,1
21-03-2023 14:15,498,25,63,0
21-03-2023 14:30,466,26,36,0
21-03-2023 14:45,468,25,63,0
21-03-2023 15:00,540,27,48,1
21-03-2023 15:15,531,26,61,1
21-03-2023 15:30,534,25,22,1
21-03-2023 15:45,502,26,34,1
21-03-2023 16:00,482,27,52,0
21-03-2023 16:15,502,27,38,1
21-03-2023 16:30,477,27,48,0
21-03-2023 16:45,498,25,33,0
21-03-2023 17:00,499,27,32,0
21-03-2023 17:15,498,26,43,0
21-03-2023 17:30,500,25,59,1
21-03-2023 17:45,558,25,65,1
21-03-2023 18:00,542,27,65,1
21-03-2023 18:15,466,26,62,0
21-03-2023 18:30,557,26,44,1
21-03-2023 18:45,488,30.5,46,0
21-03-2023 19:00,466,30.6,52,0
21-03-2023 19:15,466,31.7,39,0
21-03-2023 19:30,501,31.8,48,1
21-03-2023 19:45,481,31.6,60,0
21-03-2023 20:00,502,31.5,58,1
21-03-2023 20:15,542,31.3,24,1
21-03-2023 20:30,535,31.2,57,1
21-03-2023 20:45,508,31,39,1
21-03-2023 21:00,519,30.9,36,1
21-03-2023 21:15,512,30.8,68,1
21-03-2023 21:30,543,30.7,61,1
21-03-2023 21:45,498,30.6,56,0
21-03-2023 22:00,497,30.6,37,0
21-03-2023 22:15,481,30.5,32,0
21-03-2023 22:30,498,30.4,22,0
21-03-2023 22:45,466,30.3,26,0
21-03-2023 23:00,540,30.3,69,1
21-03-2023 23:15,559,30.2,61,1
21-03-2023 23:30,507,30.2,69,1
21-03-2023 23:45,541,30.2,27,1
22-03-2023 00:00,496,30.1,58,0
22-03-2023 00:15,487,30.2,39,0
22-03-2023 00:30,486,30.3,58,0
22-03-2023 00:45,497,30.4,26,0
22-03-2023 01:00,514,30.4,32,1
22-03-2023 01:15,482,30.4,39,0
22-03-2023 01:30,525,30.5,42,1
22-03-2023 01:45,540,30.5,53,1
22-03-2023 02:00,541,30.6,37,1
22-03-2023 02:15,506,30.6,59,1
22-03-2023 02:30,498,30.6,61,0
22-03-2023 02:45,558,30.7,28,1
22-03-2023 03:00,466,30.7,32,0
22-03-2023 03:15,513,30.7,58,1
22-03-2023 03:30,495,30.8,32,0
22-03-2023 03:45,580,30.8,38,1
22-03-2023 04:00,521,31.1,70,1
22-03-2023 04:15,487,32.1,46,0
22-03-2023 04:30,465,31.6,27,0
22-03-2023 04:45,529,31.5,42,1
22-03-2023 05:00,536,30.7,64,1
22-03-2023 05:15,541,30.6,59,1
22-03-2023 05:30,509,30.6,70,1
22-03-2023 05:45,508,30.6,29,1
22-03-2023 06:00,488,30.6,51,0
22-03-2023 06:15,495,30.6,58,0
22-03-2023 06:30,494,32.8,21,0
22-03-2023 06:45,520,32.7,40,1
22-03-2023 07:00,535,27,25,1
22-03-2023 07:15,465,25,44,0
22-03-2023 07:30,558,32.6,38,1
22-03-2023 07:45,483,33.3,24,0
22-03-2023 08:00,487,30.5,30,0
22-03-2023 08:15,540,30.5,34,1
22-03-2023 08:30,485,33.4,69,0
22-03-2023 08:45,486,26,31,0
22-03-2023 09:00,480,32.7,45,0
22-03-2023 09:15,500,30.5,66,1
22-03-2023 09:30,466,30.6,25,0
22-03-2023 09:45,499,25,38,0
22-03-2023 10:00,500,30.5,22,1
22-03-2023 10:15,504,30.1,52,1
22-03-2023 10:30,498,32.1,23,0
22-03-2023 10:45,466,32.8,69,0
22-03-2023 11:00,521,30.2,57,1
22-03-2023 11:15,523,25,57,1
22-03-2023 11:30,588,30.6,60,1
22-03-2023 11:45,502,30.3,67,1
22-03-2023 12:00,512,32.8,47,1
22-03-2023 12:15,498,26,25,0
22-03-2023 12:30,486,32.7,65,0
22-03-2023 12:45,468,30.5,63,0
22-03-2023 13:00,488,30.1,28,0
22-03-2023 13:15,507,32.8,45,1
22-03-2023 13:30,497,30,39,0
22-03-2023 13:45,500,26,48,1
22-03-2023 14:00,507,33.4,55,1
22-03-2023 14:15,506,25,24,1
22-03-2023 14:30,483,30.1,35,0
22-03-2023 14:45,494,27,33,0
22-03-2023 15:00,504,32.4,23,1
22-03-2023 15:15,637,25,67,1
22-03-2023 15:30,557,32.2,65,1
22-03-2023 15:45,499,32.4,49,0
22-03-2023 16:00,1024,30.6,57,1
22-03-2023 16:15,484,32.7,24,0
22-03-2023 16:30,480,25,63,0
22-03-2023 16:45,486,30.2,44,0
22-03-2023 17:00,497,26,40,0
22-03-2023 17:15,512,32.9,66,1
22-03-2023 17:30,504,32.9,64,1
22-03-2023 17:45,480,33.4,41,0
22-03-2023 18:00,518,30.6,38,1
22-03-2023 18:15,481,26,32,0
22-03-2023 18:30,537,32.7,20,1
22-03-2023 18:45,547,33.4,68,1
22-03-2023 19:00,489,25,26,0
22-03-2023 19:15,1024,30.1,22,1
22-03-2023 19:30,488,33.4,47,0
22-03-2023 19:45,517,30.3,32,1
22-03-2023 20:00,480,25,69,0
22-03-2023 20:15,508,30.1,32,1
22-03-2023 20:30,534,32.8,49,1
22-03-2023 20:45,523,33.4,59,1
22-03-2023 21:00,488,25,64,0
22-03-2023 21:15,540,32.9,51,1
22-03-2023 21:30,522,26,43,1
22-03-2023 21:45,499,33.3,56,0
22-03-2023 22:00,481,33.4,32,0
22-03-2023 22:15,526,32.7,52,1
22-03-2023 22:30,520,32.7,37,1
22-03-2023 22:45,465,33.3,22,0
22-03-2023 23:00,514,33.4,56,1
22-03-2023 23:15,497,33.3,70,0
22-03-2023 23:30,483,30.5,23,0
22-03-2023 23:45,492,30.5,42,0
23-03-2023 00:00,526,33.3,32,1
23-03-2023 00:15,468,32.8,44,0
23-03-2023 00:30,487,32.8,26,0
23-03-2023 00:45,499,25,26,0
23-03-2023 01:00,471,32.8,39,0
23-03-2023 01:15,559,30.6,63,1
23-03-2023 01:30,497,32.9,68,0
23-03-2023 01:45,494,25,40,0
23-03-2023 02:00,507,32.8,25,1
23-03-2023 02:15,520,33.4,40,1
23-03-2023 02:30,488,25,67,0
23-03-2023 02:45,486,33.4,34,0
23-03-2023 03:00,517,33.4,30,1
23-03-2023 03:15,505,30.2,38,1
23-03-2023 03:30,519,26,59,1
23-03-2023 03:45,499,33.4,45,0
23-03-2023 04:00,465,33.3,62,0
23-03-2023 04:15,500,32.8,45,1
23-03-2023 04:30,481,32.7,47,0
23-03-2023 04:45,542,30.6,69,1
23-03-2023 05:00,468,30.6,32,0
23-03-2023 05:15,508,33.4,34,1
23-03-2023 05:30,517,30.5,35,1
23-03-2023 05:45,497,30.6,70,0
